GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED
233629854,20120920,201209,2012,2012.7123,IRNEDU,IRANIAN,IRN,,,,,EDU,,,FRAGOV,FRENCH,FRA,,,,,GOV,,,1,140,140,14,3,-6.5,6,1,1,3.2258064516129,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130205
218311164,20120921,201209,2012,2012.7151,BUS,INDUSTRY,,,,,,BUS,,,USA,PENNSYLVANIA,USA,,,,,,,,1,140,140,14,3,-6.5,12,2,12,6.40969431250761,2.0,"Pennsylvania, United States",US,USPA,40.5773,-77.264,0.0,2,"Pennsylvania, United States",US,USPA,40.5773,-77.264,0.0,2.0,"Pennsylvania, United States",US,USPA,40.5773,-77.264,0.0,20130203
218321219,20120921,201209,2012,2012.7151,CVL,RESIDENTS,,,,,,CVL,,,MED,WEBSITE,,,,,,MED,,,1,140,140,14,3,-6.5,5,1,5,5.30035335689046,3.0,"Hopewell Furnace National Historic Site, Pennsylvania, United States",US,USPA,40.2057,-75.7733,1193717.0,2,"New York, United States",US,USNY,42.1497,-74.9384,0.0,3.0,"Hopewell Furnace National Historic Site, Pennsylvania, United States",US,USPA,40.2057,-75.7733,1193717.0,20130203
218335797,20120921,201209,2012,2012.7151,GOV,FOREIGN MINIST,,,,,,GOV,,,PAK,PAKISTANI,PAK,,,,,,,,0,140,140,14,3,-6.5,56,4,56,3.95000245915716,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
218335798,20120921,201209,2012,2012.7151,GOV,FOREIGN MINIST,,,,,,GOV,,,PAK,PAKISTANI,PAK,,,,,,,,0,140,140,14,3,-6.5,16,1,16,4.17457305502846,2.0,"Indiana, United States",US,USIN,39.8647,-86.2604,0.0,4,"Islamabad, Islamabad, Pakistan",PK,PK08,33.7,73.1667,-2762812.0,2.0,"Indiana, United States",US,USIN,39.8647,-86.2604,0.0,20130203
218335799,20120921,201209,2012,2012.7151,GOV,FOREIGN MINIST,,,,,,GOV,,,PAK,PAKISTANI,PAK,,,,,,,,0,140,140,14,3,-6.5,80,6,80,3.71180341620511,2.0,"Indiana, United States",US,USIN,39.8647,-86.2604,0.0,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435.0,2.0,"Indiana, United States",US,USIN,39.8647,-86.2604,0.0,20130203
218335804,20120921,201209,2012,2012.7151,GOV,FOREIGN MINIST,,,,,,GOV,,,PAK,PAKISTANI,PAK,,,,,,,,0,140,140,14,3,-6.5,8,1,8,3.27102803738318,2.0,"Texas, United States",US,USTX,31.106,-97.6475,0.0,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435.0,2.0,"Texas, United States",US,USTX,31.106,-97.6475,0.0,20130203
218336916,20120921,201209,2012,2012.7151,GOV,MAYOR,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,1,1,1,6.71641791044776,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,3,"Raleigh, North Carolina, United States",US,USNC,35.7721,-78.6386,1024242.0,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,20130203
218336917,20120921,201209,2012,2012.7151,GOV,MAYOR,,,,,,GOV,,,USA,RALEIGH,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,6.71641791044776,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,3,"Raleigh, North Carolina, United States",US,USNC,35.7721,-78.6386,1024242.0,3.0,"Raleigh, North Carolina, United States",US,USNC,35.7721,-78.6386,1024242.0,20130203
218338236,20120921,201209,2012,2012.7151,HIN,HINDU,,,,HIN,,,,,IND,COIMBATORE,IND,,,,,,,,1,140,140,14,3,-6.5,10,1,10,5.26315789473684,2.0,"Idaho, United States",US,USID,44.2394,-114.51,0.0,2,"Idaho, United States",US,USID,44.2394,-114.51,0.0,2.0,"Idaho, United States",US,USID,44.2394,-114.51,0.0,20130203
218339481,20120921,201209,2012,2012.7151,IDNGOV,JAKARTA,IDN,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,140,140,14,3,-6.5,4,1,4,4.0604343720491,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4.0,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652.0,20130203
218339482,20120921,201209,2012,2012.7151,IDNGOV,JAKARTA,IDN,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,140,140,14,3,-6.5,78,34,78,4.30323570936983,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
218339483,20120921,201209,2012,2012.7151,IDNGOV,JAKARTA,IDN,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,140,140,14,3,-6.5,2,1,2,5.74324324324324,3.0,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565.0,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565.0,3.0,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565.0,20130203
218339484,20120921,201209,2012,2012.7151,IDNGOV,JAKARTA,IDN,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,140,140,14,3,-6.5,4,2,4,3.27403298603788,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,4.0,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652.0,20130203
